press-cuttings,press-cutting
roams,roam
badges,badge
cottars,cottar
attributions,attribution
caches,cache
angler,angler
deforested,deforest
buffer,buffer
pursuant to,pursuant to
etcher,etcher
reassessments,reassessment
roans,roan
roars,roar
cashiered,cashier
retract,retract
run-off,run-off
slaughtered,slaughter
splintery,splintery
storm-centres,storm-centre
brokerages,brokerage
cardiologist,cardiologist
clever,clever
mimosas,mimosa
super,super
transmuting,transmute
warranties,warranty
grater,grater
poisoned,poison
self-will,self-will
bodies,body
graver,grave
screed,screed
wended,wend
evades,evade
reseed,reseed
grayer,gray
budges,budge
rusticate,rusticate
gymkhana,gymkhana
warm-blooded,warm-blooded
winced,wince
winded,wind
elates,elate
winged,winged,wing
rasped,rasp
yelled,yell
entrusted,entrust
chalet,chalet
paused,pause
cycles,cycle
erases,erase
daffodils,daffodil
risked,risk
morning-glory,morning-glory
wanted,want
apexes,apex
winked,wink
alacrity,alacrity
plumed,plume
choices,choice
hospitalization,hospitalization
acrobats,acrobat
gloats,gloat
alphabet,alphabet
matchboxes,matchbox
petards,petard
redundances,redundance
adults,adult
claret,claret
rested,rest
rushed,rush
primordial,primordial
pruned,prune
groats,groat
poured,pour
decrepitude,decrepitude
laxest,lax
pouted,pout
served,serve
sorted,sort
surged,surge
cactus,cactus
wonted,wonted
yelped,yelp
chowder,chowder
ghosts,ghost
rusted,rust
amassed,amass
unmingled,unmingled
predisposes,predispose
pamphleteer,pamphleteer
optician,optician
pugnaciously,pugnaciously
tinderboxes,tinderbox
ninetieth,ninetieth
prejudicial,prejudicial
heehaws,heehaw
interlaced,interlace
saw-pit,saw-pit
benighted,benighted
delighted,delight
pushcart,pushcart
quests,quest
benedicks,benedick
grimaced,grimace
shroud,shroud
parsley,parsley
standard,standard
censored,censor
ingathering,ingathering
natures,nature
purulence,purulence
tangible,tangible
typist,typist
chooses,choose
guffaws,guffaw
crofter,crofter
go-betweens,go-between
foodmaker,foodmaker
neologism,neologism
overhand,overhand
tenures,tenure
conjointly,conjointly
yeomanry,yeomanry
bookstalls,bookstall
recherch_e,recherch_e
outplays,outplay
arrive,arrive
brassieres,brassiere
crosses,crosse,cross
harpsichordist,harpsichordist
medicaments,medicament
quarter,quarter
undersell,undersell
right-wings,right-wing
automaker,automaker
exempting,exempt
eighty-two,eighty-two
savoir-faire,savoir-faire
gastric,gastric
fielders,fielder
guaranty,guaranty
rattlesnakes,rattlesnake
lunacy,lunacy
sturgeons,sturgeon
blinders,blinder
day-returns,day-return
appellations,appellation
defrosters,defroster
terrorize,terrorize
presaging,presage
builders,builder
endways,endways
shadowing,shadow
backspaced,backspace
hallowing,hallow
freedman,freedman
headquarters,headquarters,headquarter
dishwashers,dishwasher
freshens,freshen
sugar-cane,sugar-cane
translation,translation
uninvited,uninvited
overhang,overhang
overrate,overrate
fiercest,fierce
resistant,resistant
bomb-sites,bomb-site
heresy,heresy
counting-houses,counting-house
distinctly,distinctly
waterman,waterman
abridgment,abridgment
aerobics,aerobics
hollowing,hollow
uneasy,uneasy
slandering,slander
vandals,vandal
votary,votary
toasting-fork,toasting-fork
borrowing,borrowing,borrow
miscarry,miscarry
cleverness,cleverness
keyhole,keyhole
depositor,depositor
shoulder-strap,shoulder-strap
blindman's buff,blindman's buff
burrowing,burrow
blisters,blister
pothole,pothole
quinsy,quinsy
sensibly,sensibly
corbel,corbel
entertains,entertain
command,command
drainpipes,drainpipe
gamecocks,gamecock
whinnying,whinny
threatening,threaten
cartel,cartel
open-air,open-air
teasel,teasel
scattering,scatter
kitchenettes,kitchenette
nursemaids,nursemaid
psychoanalysis,psychoanalysis
bushel,bushel
meditates,meditate
shattering,shatter
teazel,teazel
aubrietia,aubrietia
finally,finally
smattering,smattering
wrathfully,wrathfully
madden,madden
stipendiary,stipendiary
sampans,sampan
spattering,spatter
simians,simian
tachograph,tachograph
someone,someone
travel,travel
unreliable,unreliable
match-points,match-point
scarcities,scarcity
midden,midden
peahen,peahen
madmen,madman
dampen,dampen
amputates,amputate
anti-personnel,anti-personnel
culminate,culminate
delinquency,delinquency
essential,essential
magic,magic
peepul,peepul
artful,artful
broken,break
sententious,sententious
irascibility,irascibility
boric,boric
preponderant,preponderant
chard,chard
provokes,provoke
with regard to,with regard to
barbs,barb
laxer,lax
taper,taper
bards,bard
scabs,scab
bares,bare
games,game
colossal,colossal
sick-list,sick-list
boatswains,boatswain
fangs,fang
fends,fend
never,never
enwraps,enwrap
peter,peter
coeducation,coeducation
shagging,shag
barks,bark
bergs,berg
asleep,asleep
birds,bird
barebacked,barebacked
distrusts,distrust
barns,barn
finds,find
autocracy,autocracy
boleros,bolero
birthright,birthright
coaching,coach
desalinates,desalinate
fines,fine
finis,finis
gamps,gamp
bores,bore
creatures,creature
apses,apse
dopes,dope
halls,hall
halos,halo
arses,arse
capitations,capitation
asses,ass
biros,biro
chant,chant
funds,fund
craft,craft
dupes,dupe
halts,halt
haystacks,haystack
burgs,burg
chart,chart
clashing,clash
crossbreed,crossbreed
dislodgements,dislodgement
harvested,harvest
header,header
hells,hell
cougars,cougar
funks,funk
gibber,gibber
helms,helm
helps,help
hills,hill
burns,burn
crashing,crash
coast,coast
fonts,font
bigger,big
burps,burp
healer,healer
hilts,hilt
burrs,burr
holds,hold
authorization,authorization
holes,hole
exportation,exportation
hulas,hula
coffer,coffer
deeper,deep
hulks,hulk
hulls,hull
hearer,hearer
insurgencies,insurgency
cadges,cadge
isobars,isobar
heater,heater
jujus,juju
anticipation,anticipation
knighthood,knighthood
dimension,dimension
knits,knit
ashier,ashy
bugger,bugger
magnanimities,magnanimity
mower,mower
begrudged,begrudge
naiads,naiad
litigious,litigious
niffs,niff
fucker,fucker
obeys,obey
bugler,bugler
omens,omen
astringent,astringent
opens,open
cadres,cadre
ovens,oven
compendiums,compendium
magneto,magneto
phantasmagorias,phantasmagoria
poisoner,poisoner
positioned,position
practices,practice
fiestas,fiesta
flakes,flake
hoaxer,hoaxer
prisoner,prisoner
flames,flame
pronto,pronto
rebus,rebus
regurgitates,regurgitate
apocalyptic,apocalyptic
bounds,bound
indiscretions,indiscretion
rhizomes,rhizome
roadbed,roadbed
robes,robe
capered,caper
disobeyed,disobey
flares,flare
frames,frame
nasalizes,nasalize
scams,scam
fluctuates,fluctuate
scans,scan
scars,scar
seals,seal
seams,seam
sears,sear
seats,seat
semifinalist,semifinalist
decency,decency
impalpable,impalpable
oyster-bed,oyster-bed
ratted,rat
senoritas,senorita
shags,shag
breves,breve
democrat,democrat
patrials,patrial
retted,ret
dog's-tooth,dog's-tooth
egrets,egret
enunciation,enunciation
shahs,shah
crow's-nest,crow's-nest
shams,sham
slabs,slab
slams,slam
slanging,slang
slaps,slap
ordered,order
sendoff,sendoff
bucket,bucket
slats,slat
slays,slay
snags,snag
snagging,snag
snaps,snap
collage,collage
practises,practise
campanile,campanile
rotted,rot
ballades,ballade
braised,braise
customizing,customize
gunrunners,gunrunner
grimaces,grimace
newest,new
blunts,blunt
exploitation,exploitation
bruits,bruit
fluorspars,fluorspar
change,change
mirroring,mirror
injured,injured,injure
organizationally,organizationally
blurts,blurt
franchiser,franchiser
resist,resist
rutted,rut
brunts,brunt
charge,charge
safety-razors,safety-razor
soaks,soak
soaps,soap
soars,soar
spans,span
spars,spar
spats,spat
spays,spay
stabs,stab
stags,stag
stars,star
stays,stay
strict,strict
subcontractors,subcontractor
abdicate,abdicate
midafternoon,midafternoon
artfulness,artfulness
loadstar,loadstar
opencast,opencast
philological,philological
puttee,puttee
rehearsing,rehearse
lighter,lighter,light
speculators,speculator
indicating,indicate
suggested,suggest
arrases,arras
surest,sure
sussed,suss
swabs,swab
chivalrous,chivalrous
combatants,combatant
allocating,allocate
conjuror,conjuror
groundings,grounding
swans,swan
overcast,overcast
swaps,swap
axiomatically,axiomatically
swats,swat
alsatian,alsatian
sways,sway
tapir,tapir
tarred,tar
termed,term
thirtieth,thirtieth
toper,toper
trolley,trolley
turfed,turf
turned,turn
oldster,oldster
twenty-eighth,twenty-eighth
blarney,blarney
undersurfaces,undersurface
sunburns,sunburn
unworthily,unworthily
roaster,roaster
upgrading,upgrade
relented,relent
vendee,vendee
sidelights,sidelight
victoriously,victoriously
trouser,trouser
walkie-talkie,walkie-talkie
walloping,walloping,wallop
wimp outs,wimp out
wooded,wooded
balloted,ballot
forefathers,forefather
drowses,drowse
composed,composed,compose
generate,generate
evolve,evolve
overjealous,overjealous
deliquescent,deliquescent
disrepair,disrepair
gladioli,gladiolus
possible,possible
starve,starve
cohabit,cohabit
sunburnt,sunburnt
defrays,defray
obstructionists,obstructionist
transitionally,transitionally
necessitating,necessitate
numeric,numeric
piebald,piebald
stepfathers,stepfather
debauchery,debauchery
mother-of-pearl,mother-of-pearl
buildups,buildup
dislodging,dislodge
slate-pencil,slate-pencil
round-shot,round-shot
transcends,transcend
despondency,despondency
provosts,provost
oscillations,oscillation
monograph,monograph
tawdry,tawdry
dissension,dissension
goal-kicks,goal-kick
catalogued,catalogue
distension,distension
complimented,compliment
watery,watery
barmaids,barmaid
fraudulent,fraudulent
equitably,equitably
overzealous,overzealous
tempest-tossed,tempest-tossed
behooved,behoove
bestowing,bestow
rascals,rascal
invigorated,invigorate
putting-iron,putting-iron
lookouts,lookout
stonewall,stonewall
tangibly,tangibly
dirt-cheap,dirt-cheap
gynaecology,gynaecology
serials,serial
defacements,defacement
insolvents,insolvent
damascenes,damascene
neap-tides,neap-tide
midland,midland
welcome,welcome
bethel,bethel
consonance,consonance
rissole,rissole
backhanded,backhanded
stoppages,stoppage
unreported,unreported
plurals,plural
snappier,snappy
resounded,resound
trample,trample
jawbone,jawbone
permeation,permeation
strictness,strictness
abstracted,abstracted,abstract
swampier,swampy
mutinying,mutiny
outcome,outcome
blood-heat,blood-heat
abominate,abominate
convoying,convoy
staunchly,staunchly
pronunciation,pronunciation
classics,classics,classic
disintegrate,disintegrate
dispossess,dispossess
grovel,grovel
rucksack,rucksack
miniaturize,miniaturize
turnovers,turnover
fallen,fall
contentment,contentment
peasant,peasant
taxicab,taxicab
ineffective,ineffective
tendentious,tendentious
country-houses,country-house
bellyflops,bellyflop
hydrangeas,hydrangea
backbite,backbite
basic,basic
added,add
interaction,interaction
cartilage,cartilage
rack-rents,rack-rent
barium,barium
aided,aid
chosen,choose
tubful,tubful
air-to-ground,air-to-ground
helium,helium
magnum,magnum
suntans,suntan
scrub,scrub
antic,antic
plumb,plumb
indentured,indenture
clock-golf,clock-golf
exhibiting,exhibit
black-leading,black-lead
buoyant,buoyant
reservoirs,reservoir
shrub,shrub
astronomical,astronomical
cubed,cube
attic,attic
litigated,litigate
podium,podium
foxholes,foxhole
moderns,modern
petitioned,petition
layer,layer
cards,card
bases,basis,base
cares,care
jakes,jakes
races,race
cooperates,cooperate
gangs,gang
idles,idle
newer,new
basis,basis
genes,gene
shirtwaisters,shirtwaister
sororities,sorority
basks,bask
mixer,mixer
pleas,plea
pledging,pledge
plebs,pleb
racks,rack
flogging,flogging,flog
riser,riser
peeks,peek
stippling,stipple
carps,carp
cascade,cascade
floes,floe
peels,peel
antes,ante
cords,cord
cores,core
dealt,deal
carts,cart
flogs,flog
foods,food
gongs,gong
curbs,curb
homes,home
isles,isle
jokes,joke
bests,best
certs,cert
buses,bus
corks,cork
altos,alto
curds,curd
corms,corm
cures,cure
corns,corn
draft,draft
flops,flop
fools,fool
corps,corps
floss,floss
audit,audit
cubit,cubit
contrariwise,contrariwise
curls,curl
byproducts,byproduct
distilling,distil
flows,flow
foots,foot
autos,auto
differ,differ
frogs,frog
furnace,furnace
gents,gent
genus,genus
bibliographers,bibliographer
deputations,deputation
expos,expo
fodder,fodder
busts,bust
graveyards,graveyard
dafter,daft
firecrackers,firecracker
familiarly,familiarly
homos,homo
hormones,hormone
humps,hump
humpbacked,humpbacked
humus,humus
hymns,hymn
implore,implore
importuning,importune
lairs,lair
duffer,duffer
informants,informant
loins,loin
narrowest,narrow
dispose,dispose
fables,fable
necessities,necessity
negus,negus
excogitates,excogitate
opera-house,opera-house
chanced,chance
dadoes,dado
glades,glade
mechanize,mechanize
associated,associate
athwart,athwart
courtyards,courtyard
foredoomed,foredoom
intermingling,intermingle
patchily,patchily
graces,grace
peeps,peep
cutlass,cutlass
dodges,dodge
grades,grade
peculiarly,peculiarly
peers,peer
piers,pier
cachet,cachet
demobbing,demob
angles,angle
poems,poem
fibres,fibre
poets,poet
etches,etch
preps,prep
bandage,bandage
dissolving,dissolve
academician,academician
dodoes,dodo
baa-lambs,baa-lamb
carbonizing,carbonize
glares,glare
instalments,instalment
level-headed,level-headed
pawned,pawn
grapes,grape
press,press
accedes,accede
preys,prey
blood-baths,blood-bath
carafe,carafe
pruning-knives,pruning-knife
quarterly,quarterly
forestalling,forestall
glazes,glaze
argues,argue
grates,grate
flourish,flourish
graves,grave
foretops,foretop
nonvolatile,nonvolatile
phagocytes,phagocyte
phenomenal,phenomenal
bondage,bondage
ravenous,ravenous
budget,budget
grazes,graze
handmaid,handmaid
refits,refit
arcades,arcade
regretted,regret
anesthetize,anesthetize
rescheduled,reschedule
retards,retard
ricks,rick
lizards,lizard
rip-off,rip-off
accused,accuse
aristocracy,aristocracy
ripcords,ripcord
rocks,rock
rouged,rouge
roused,rouse
cruets,cruet
rangefinder,rangefinder
onwards,onwards
routed,route,rout
rucks,ruck
scarred,scar
scents,scent
scripts,script
classed,class
luxuriated,luxuriate
firsts,first
punchball,punchball
counts,count
risotto,risotto
sheets,sheet
shriving,shrive
skeets,skeet
slander,slander
repetition,repetition
sleets,sleet
courts,court
smelts,smelt
assured,assured,assure
snowdrop,snowdrop
sparred,spar
speeds,speed
burthen,burthen
spends,spend
composer,composer
crusts,crust
blast-off,blast-off
spermicide,spermicide
octopus,octopus
stabbed,stab
approve,approve
stances,stance
starred,star
steeds,steed
countertrading,countertrading,countertrade
rescue,rescue
strafing,strafe
striving,strive
superficiality,superficiality
surer,sure
swabbed,swab
sweats,sweat
sweets,sweet
tasted,taste
beefeater,beefeater
deposes,depose
active,active
teams,team
asterisk,asterisk
naphtha,naphtha
ploughshare,ploughshare
scatter,scatter
tears,tear
teats,teat
tested,test
thaws,thaw
composes,compose
rebuses,rebus
rapports,rapport
thrust,thrust
shatter,shatter
toads,toad
tossed,toss
trams,tram
transact,transact
transliterate,transliterate
smarter,smart
traps,trap
trays,tray
treasures,treasure
corroborating,corroborate
godparent,godparent
holster,holster
knitter,knitter
twanging,twang
tzars,tzar
firelights,firelight
spatter,spatter
unchallenged,unchallenged
uncompetitive,uncompetitive
starter,starter
unjustifiably,unjustifiably
upper,upper
walkout,walkout
warlord,warlord
wealds,weald
werewolf,werewolf
whist-drives,whist-drive
witnessed,witness
yanked,yank
contributions,contribution
dinner-set,dinner-set
eighty-fifth,eighty-fifth
invented,invent
luncheons,luncheon
nonvoting,nonvoting
superscription,superscription
syllogism,syllogism
purports,purport
transporters,transporter
virology,virology
particle,particle
castrate,castrate
overbalances,overbalance
thoroughfares,thoroughfare
rifle-shot,rifle-shot
policy,policy
greedy,greedy
yard-measures,yard-measure
behooves,behoove
strenuousness,strenuousness
domesticating,domesticate
depositions,deposition
miscreants,miscreant
waverers,waverer
contagiously,contagiously
glassfuls,glassful
irritably,irritably
camphorated,camphorated
polygraph,polygraph
dinosaurs,dinosaur
unwary,unwary
fighters,fighter
pilgrimage,pilgrimage
squeaks,squeak
profit-sharing,profit-sharing
eighty,eighty
dynamically,dynamically
drifters,drifter
determinatives,determinative
synoptically,synoptically
electrician,electrician
pullouts,pullout
maypole,maypole
stragglers,straggler
suspended,suspend
tarsals,tarsal
interest,interest
ring-fingers,ring-finger
dissolution,dissolution
prevaricates,prevaricate
generics,generics
floppier,floppy
rituals,ritual
reanimate,reanimate
editorial,editorial
dispel,dispel
beseem,beseem
pfennigs,pfennig
possibly,possibly
camellia,camellia
launderettes,launderette
tormented,torment
perniciousness,perniciousness
inexactitudes,inexactitude
uncorks,uncork
anthem,anthem
convergences,convergence
earful,earful
slogans,slogan
morbidly,morbidly
